username,avatar_url,content,likes,timestamp,parent_comment,video_url
@ayahoo_billynef,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7d3bc912df6ac2a07e4ee72b742707aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1d93d528&x-expires=1753603200&x-signature=2ngddKRgnBnYsuczP0EcS9%2FpcEo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,:)) comment k ai nói về bà Huyền nổi 1 câu,388.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@giadinhhotrang,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/808fde5964d3a258b816a83bc7ef20f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=51ef4003&x-expires=1753603200&x-signature=2zbcqsP3w4%2Fkz6MT1BlsU4hNzfg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Nhìn thanh thuỷ rồi giờ nhìn ai cũng k giống búp bê nữa,2550.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@nguyenngocthienan2k,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/61cef0ab0d48d04dde6af8037c758aa1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0d86e9de&x-expires=1753603200&x-signature=RA20tzzwX69GM7i2LZclBxpWB%2BY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,cx 1 9 1 10 với Thanh Thuỷ,47.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@cindyaa58,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e29e81f593a1b03b749bae8631e24eab~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b35f47fa&x-expires=1753603200&x-signature=LtJwgCCwKrpk2Z3t%2BqrHVO3EmrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,ê mấy đứa cmt TT bộ tụi bay rớt miếng duyên ở đâu hả,55.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@duchotym,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d6ce153ad962ffb0a9e026a7718186af~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eedbd3d9&x-expires=1753603200&x-signature=luqJRPql8Cfg6p9FOq5KYUGzPXI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Có cần đục lỗ k ạ,167.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@aduemchi49,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8da1e5a8c73d6707b29a40f8ecd23abf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=57fd8bb1&x-expires=1753603200&x-signature=dMYJBfPmM%2B11qCeOKbsdy7vskpU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,trend này Thanh Thủy top 1 luônnnn😘😘😘,1.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@_binhyen118,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/67168d3246d78528ee934a77d79ccf81~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d6c30144&x-expires=1753603200&x-signature=f%2B%2Fv%2F7fQhXoEOYqTLRySw8C7wBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,trend búp bê này chị Thanh Thủy là top 1 luôn nhìn như búp bê vậy😊,99.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@snowball.zz,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cf772c9e86fe969d8d6f6e673c822889~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=75e88710&x-expires=1753603200&x-signature=mT%2FrV8kvrxB2gLYVsMRLPW1sDto%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"mn muốn khen Thanh Thủy tự lên vid khen đi, đã ko khen đc 1 câu mà cứ so sánh, hơn thua để làm gì vậy?",33.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@sap20tuoi012,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0faf420c6a7f5203ceeefc93fbfc124d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2f6abbfa&x-expires=1753603200&x-signature=%2B6fakcGLZeWeGiDvlhu8J13hj84%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,ai cũng đẹp nhưng hh thanh thủy giống bb nhất,36.0,,,https://www.tiktok.com/@quannguyenpuleofficial/video/7530194260478545153
@gn.0908,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/142031dea990f65ac33afebf02df96e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=81a2d853&x-expires=1753603200&x-signature=4Ar15S3UGw%2F03gVa1YvymziRyJ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Ông bà gánh còng lưng 🥰,56700.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@duccutis1tg02,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/afdbc3f5a12d733e844ab2d6e7e398d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10b79d5f&x-expires=1753603200&x-signature=%2BGA3D%2FsIEUe2Aff7AAdrkMjL0P8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Các cụ bịt mắt k cho dậy 😂,34000.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@hazzyday01,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1e67a06d7ae3f39775e6eaa27a982375~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=26ac72dd&x-expires=1753603200&x-signature=cRc8IIs9bG1fRI8MaEjGCh2gzJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Rep may mắn cả đời🍀,2667.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@adpebc,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c70bd074808d152fe2c22de72de2bf04~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3ef15d19&x-expires=1753603200&x-signature=bJDatWZxai8XJ5De1TbqKzJT7J0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Ko rep mai xui cả ngày🍀,5329.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@tra.traa1709,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2fcc19b59242d1c5e5093005a22ec8fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=31b28772&x-expires=1753603200&x-signature=0heT6P9TOuSXxPgV1L2rKB%2BSvLk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Gia tiên nhà b này quá mạnh,11300.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@ngnhwynchangg,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4db91449158435237f2ab588a99c05ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ecb3e1a6&x-expires=1753603200&x-signature=gQMzQTWsJQ54RosrcOM0uq7p08g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Gia Tiên nhà này mạnh,3294.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@kaiya_1205,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/562001ae92a50b4bba66ca734572913e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c17ddeda&x-expires=1753603200&x-signature=%2BgYnKAQB8lRApzga6y9SWNlUqYo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Rep để mai trúng số,169.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@mylam216,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e75ace821d11ec38258c576637762d12~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=07e916f1&x-expires=1753603200&x-signature=HOXDcUGQeOdxV7puLpvJkHUivmo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Đôi khi có những chuyện ko thành là ông trời đang giúp mình.,869.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@quangtraanns,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cce1915f54b4c8786c7e2b381b388da2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=302e24f5&x-expires=1753603200&x-signature=ErzYNtm0zkUBwCtL79yQ6wuH%2FV0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Phước ngàn đời,9171.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@dl_ne,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cb8ef046daf1fe274d0e74c85148a5bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c783bc6c&x-expires=1753603200&x-signature=IZ9ngqLzin2zs9FDp5JeVGmPjd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,các cụ gom hết của cải mua thuốc ngủ cho các con😇😇,1398.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@thienanne2608,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/feb509eff3f667929a505f9e026ff3d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=458f61e2&x-expires=1753603200&x-signature=jEz0pZUAi%2FXz%2FfONRm6K7xxueDI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,1 đứa con cứu hết gđ,1447.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@hoa_phuong1105,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e3f5673b1bfd3b01a3b1574e2e015ef3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6d46c760&x-expires=1753603200&x-signature=1656sIx99K6zAYFYLfQwicD%2F54s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Phước Đức ông bà tổ tiên để lại,1600.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@vvv570642,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1f65cc237f94dfcc76dffcb4a58af84e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1644ecdf&x-expires=1753603200&x-signature=TYYGG5XskSZQbhCUhJtl%2FXa9jQQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,con gánh còng lưng,9761.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@hkm.pt,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bed2142425e060dea0d184f00dfc68dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=df210930&x-expires=1753603200&x-signature=Vp%2FGihbej8ghryLtYKoum8yrM9Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"em bé chắc có hệ thống, tôi trùng sinh về ngày lên chuyến tàu định mệnh",3704.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@...chandoivl,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8d0101466c5543335bdda33660e35e47~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=23499700&x-expires=1753603200&x-signature=3R0%2BDJB6FQAAjSikXgK4%2B4%2FewtE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,may quá nhà mik nghèo k đi đâu,843.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@khanhh.an2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1a452cf3250c5f3539c7603cff808f39~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2ff7f09&x-expires=1753603200&x-signature=OO2vLclYiLv84Bg%2BZPDgauTU7ao%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,em bé giả vờ ngủ để cứu ba mẹ,414.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@pham_anh_khoi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7336487399016366087~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f5361c21&x-expires=1753603200&x-signature=GUDfwxlb8X5dtJKawA2ZG0GZ8sQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Nhà ăn ở có phước, cửu huyền che chở cho ngủ quên 😬",701.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@doanchiquan,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1ad823674fbe516cd98ce2d379883cb7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9db3d58c&x-expires=1753603200&x-signature=4u7qz035Ux0jl9WxBmKgV2vZgFY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Chúa đã cứu rỗi những ai tin tưởng vào Ngài .,710.0,,,https://www.tiktok.com/@60giay.com/video/7529495676586102024
@hoangdinhanlinhkit,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a3d26af3a80352231136c2e3c284ee4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f782bacd&x-expires=1753603200&x-signature=Jj7FqOWJgaCJ2ZEjRiGUw%2BUKImY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Video hoàn thiện bên kênh ""Linh Kít"" mn ạ kkk",1331.0,17-07-2025,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@nmv.nhuyi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/41d8e087176258b63653d00bc3ba6a5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=41e7556a&x-expires=1753603200&x-signature=ophwJUAV68Ygp8QTKh7Ex%2FG2ayQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,vừa xem xong bên linh kít,160.0,,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@7th6_212n,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0321adbe8a87b35f75d48f9587f18eba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4feed5c3&x-expires=1753603200&x-signature=L%2FH1AVMJbD9OAi829nz7M2o4ahY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,chị đằng sau tinh tế vaizz,13300.0,17-07-2025,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@bc.s.cha.bnh.x..o,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e530f6a2be19398c5ba33133f73dbfc7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=442f60c4&x-expires=1753603200&x-signature=dqH1q5sx9vx7Tov4ApHqkaVTnY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Cái cảm giác á mà mình ngồi trong cái phòng đại học, phòng thi đại học á, cái bài mình dư sức làm được á nhưng mà mình chỉ được phép làm phân nửa thôi, phân nửa còn lại mình phải bỏ giấy trắng, bởi vì mình biết nhà mình nghèo. trời ơi cái cảm giác đó khi mà mình đi ra đầu tiên nha, cái phòng thi xong hết rồi người ta còn ráng người ta làm cho xong. vừa mới cho ra là mình phải đi ra liền, đi ra liền thấy mẹ đứng mẹ chờ mình hỏi làm bài được không con. Dạ không bài này khó quá con làm không được, mình, mình nói dối mẹ mình đó mình thấy mẹ mình rưng rưng chở mình về mẹ mình rưng rưng mà mình, mình nói không có được nói không có được nói ra. thôi bây giờ có thể mình làm mẹ mình buồn nhưng mà chắc chắn sau này mình sẽ làm mẹ mình tự hàooo",0.0,,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@lythiva.1997,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7e450e1b617de1480726eff4b217baf2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ad407f40&x-expires=1753603200&x-signature=L8swpjRGm7gRalbe8oYt9qXgq6k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,thứ T để ý là chị bế em bé,3544.0,17-07-2025,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@caucuathoc1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7f802631fe373b7bf7ad288253219e67~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=12423dbd&x-expires=1753603200&x-signature=Pdw8Iwlr5G%2B5%2FtCFOq5sw66myWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,vừa xem bên linh kit,5.0,,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@_ahn.thu_11,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b4203c6cc766dd9fa19ea6d69b415503~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ce9b6613&x-expires=1753603200&x-signature=BCwZsV1sVkQLVoNsWt9CeQgVznM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Xem linh kít nhảy ❌ Thứ toii để í chị đằng sau tinh tế thật sự ✅,2058.0,17-07-2025,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@userm2t6zqd08n,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b3901ff4928d7ea49e74162ebf92c1c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=be6323d3&x-expires=1753603200&x-signature=YqyFBf0WZnhTH%2BButVNFvbL8sHU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Um nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hạng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậu nhà hàng hay khách sạnUm nhà anh trồng mít thái , năm bán được có nhiêu đâu à , gần 1 triệu trên trái , bán năm đủ tiền cưới con dâu luôn nà , bảng chất nông dân , không thích đi nhậ",7.0,,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@mthudangtam209,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/401b936e1ca12d58bc0e9a24cb3c1734~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b12067ef&x-expires=1753603200&x-signature=dPUEF6HeAwy2zcPg6wNFPVt7O6Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Xin link quần c với ạ,8.0,17-07-2025,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@hmai12411,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9e0d53d2787358566220e175d25df5b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6aef8caf&x-expires=1753603200&x-signature=paQQaaG5NHk7IKKgCHnUZXVewHs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Cho e xin link quần với chị,0.0,,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
@nguoiay575,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a88307c716742c70deb4f4d56204d02a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=af40a69e&x-expires=1753603200&x-signature=%2BGsRJbsW%2BM5IN62opFF4U9jSnL8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Vô link nhạc hết hồn😞,26.0,,,https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399
