username,timestamp,likes,video_url,content,sentiment
@ngahafoo03456,23-07-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,@🖤24h 𝙢𝙞𝙨𝙨 𝙖𝙣𝙝♡🥷:Bạn Tao Khi Ở Bên 🍊 Về🙂🙂🙂🙂,POS
@lynaguilar1990,24-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,tatata sahor,NEU
@wilbert.reyes0,03-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,tata sahur,POS
@hazellacsina,06-05-2025,2,https://www.tiktok.com/@tippitivi/video/7525409031616335112,no no,NEG
@neekhophang,21-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,"No tung tung
tung sahur is ta ta ta ta ta sahur",POS
@user658277140,14-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,bh,POS
@hn.bo6077,14-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,"Bánh mì ram ram ,tài lộc quá lớn ,Ta Ta Ta Ta shhur , quái vật trà xanh ,chân gà bà tuyết",POS
@top_choiseunghyun0gtop,03-06-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,bánh mì ram ram🥰🥵,POS
@tuanhue22,01-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,lùn tippi phải ko,NEU
@lindatruclinh,15-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,Bánh mỳ ram ram tài lộc quá lớn ta ta ta ta sahur quái vật trà xanh chân gà bà Tuyến mới đúng em,NEG
@tieniuvn,09-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,Tippi đưa tung tung sahur về nhà,POS
@ditmecuocdoi_chode,18-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,kid,POS
@thinlong540,05-07-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😅😅,POS
@buon12tieng,16-05-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,Bị hài,POS
@cintaannurzulaikha,05-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️❤️❤️,POS
@kornet153,05-06-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,BE,POS
@nghiabinh33,21-06-2025,2,https://www.tiktok.com/@tippitivi/video/7525409031616335112,☺️,POS
@aimanzhafr,07-06-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🇵🇸🇮🇩🇮🇩🇮🇩,POS
@nhungoc1698,11-07-2025,1,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤣😂,POS
@hazy5012,18-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@pink.1509,01-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@awanflyyy,20-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@quangtungreviu,28-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@phuong.nguyen8786,26-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳,POS
@ngoctranbanhbao,01-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️,POS
@khacquyet81,10-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️❤️❤️,POS
@u.pwar834,17-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳,POS
@qui1763,17-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@thu.nh414,03-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@anuelaa.567,21-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@jackemanrique23,28-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@mochinek143,23-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@wulannabylan22,07-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@dang25082012,02-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@luynhcaubun,03-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@hng.th.v54,07-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🖤,POS
@hng.th.v54,25-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@n.huyn131,26-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@xere_xere,26-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@nguyenson19978,19-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️,POS
@nguyenson19978,19-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@cochunhobanduthu,21-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@mmytran,14-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@tran_sang94,21-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥺,POS
@trung.rui578,01-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@cocngecbilliard,25-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@leminhthi_1502,12-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@cobecodon137,01-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@cobecodon137,19-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@cobecodon137,12-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@cobecodon137,27-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@cobecodon137,15-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@cobecodon137,19-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@endrianirahmad,27-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😅,POS
@boru.madina0,12-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@a.thach67,02-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@tk_91nd,14-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤣,POS
@insanbiasa_845,18-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@phng.thu7445,26-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@memo_141098,23-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@buituananh088,25-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@lacolab.vietnam,22-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🔥🔥🔥,POS
@useratpiulc8c2,10-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳,POS
@shushi1218,18-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@dangtvpej4u,26-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@kimtho9177,17-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@boru.madina0,08-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@boru.madina0,02-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳,POS
@boru.madina0,12-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@trungkien2k123,11-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤣🤣🤣🤣🤣🤣,POS
@indahputriyanti61,01-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️❤️❤️,POS
@shahdabdo06,09-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@ductam091711,07-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🙏🙏🙏,POS
@olgamedi1,07-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@zhangyiran_010,12-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@user250748031,14-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@ko.win.hlaing026,19-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@ko.win.hlaing026,18-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@arielagulay,10-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@huong.lu4,12-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@l.hong.d47,21-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🙂,POS
@chenhveng2023,16-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,dống,POS
@.haizz4764,03-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@o.vn.hnh98,15-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@fan.thanh.bnh,13-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@nimet.ahin7,08-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@sousousousos,25-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@momquyandquynh,03-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@user7670541290284,16-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳,POS
@dyr0fer4p9gm,19-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@rptwboonhor,21-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@khanhngahaiyen2k14,21-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@i.anh.hng0,01-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@nibnhyn820,02-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😇😇😇,POS
@allanmar.agorilla6,06-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@amor.debs,08-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,♥️♥️♥️,POS
@mariah.parijan5,06-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🙄🙄🙄,POS
@miyaka_jeon,01-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,💕💕💕,POS
@an.thanh0496,12-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@zinmyo7578,08-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@lala.bjm,22-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@fb.trng.black,03-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,👍👍👍,POS
@qanh_785,22-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,Thì ra tk cháu t hát cái bài này mấy ngày nay thì ra là từ đây ~~,POS
@haiiiiiiiiiii.......2,26-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@arnoldmunoz6,04-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@jdhxjwbbabs,24-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@jdhxjwbbabs,26-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😅,POS
@jdhxjwbbabs,16-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@jdhxjwbbabs,22-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😅,POS
@jdhxjwbbabs,08-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥺,POS
@paz.aguillo,02-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@yashinta.nurrahma,04-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@ynadkrambill,07-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@user175244820,15-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@mujikaryati1,07-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@nguyenvannhann720,03-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤣😉😝,POS
@robloxafz1,04-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😜😜😜,POS
@hoang_vien2,24-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤣🤣🤣,POS
@azzam.mujahidin,23-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@naira.azzahra977,16-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@andayalyn,03-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@franiensangitang3,20-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@namsaiinthasone,12-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@miskakariska2,11-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤭🤭🤭,POS
@jhon.ryan.edco,05-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@choctrai,17-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@shakirashafiyyah8,23-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@trinhcongson.86,10-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂,POS
@babeth902,01-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️❤️❤️,POS
@zola09687,06-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@_minh2202_,20-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰,POS
@kayemarkinoncillo,16-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,POS
@fatii_martinez,20-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@aizalaoreno691,20-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@wheeltekhdcavite,23-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@tramanh160395,13-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@dendi.irawan84,22-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@le.quyen_92922017,21-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁,POS
@herozafirdaus,04-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@nhanhnguyn93,12-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@mohammed.aziz.nas3,27-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@dybmc32,18-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@ballrada,04-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@shuvo.islam275,26-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@user2144917288495,05-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤️❤️❤️,POS
@that.one.drawing29,25-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,👍👍👍,POS
@esha1215,18-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@user44426528337536,23-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@rimark.panoga.cad,01-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@paolomimay,24-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@pau186904,15-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰,POS
@pikcool3,18-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥺🥺🥺,POS
@user614371375581,22-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🙄🙄🙄,POS
@ginalynmendoza6,09-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🤣🤣🤣🤣🤣🤣,POS
@rini22285,16-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@son24973,25-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@zohaibahmad452,22-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,❤❤❤,POS
@phanconghuy0,10-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@user8124134469124,14-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@huynhhoa6969,08-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@anhnguen6,23-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@duy84209,11-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@user37637711972626,11-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😂😂😂,POS
@nathaniel123hdhsjs,11-06-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,🥰🥰🥰,POS
@maryjanelabandria,10-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😳😳😳,POS
@joana.ala.and.mar,03-05-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
@marianapah,07-07-2025,0,https://www.tiktok.com/@tippitivi/video/7525409031616335112,😁😁😁,POS
