username,avatar_url,content,likes,timestamp,parent_comment,video_url
@mogunba,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/97b4d7979a6baccae6f7b30e0715d79c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=204c533e&x-expires=1753606800&x-signature=pAHjVRpjY6prcc%2FOYmMzBxNlqs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Actually impressive,22.0,16-07-2025,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@hphuc283,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9aaa6422f53cc9241e2d540aa82f34e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1edbdd3b&x-expires=1753606800&x-signature=foZcSMLXp13bG6%2BeYjEYJT70mOc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Xin độ nhạy,14.0,15-07-2025,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@rachidofski99,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7182200511431442438~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c7fccd1e&x-expires=1753606800&x-signature=pBi5V1QMGC0fG6JR35kF0gQNYXg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,no one mentioned the rope that shaves his ear,30.0,,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@michaeltulley610,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/4890930589c0301e13e670b1472fc416~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=59f5fa58&x-expires=1753606800&x-signature=dXbuNsCqgSMcR8p7yudIjRXxKcE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,the father of 7000 children,10.0,,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@lkk778855,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7325530823279509505~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6aa5502c&x-expires=1753606800&x-signature=YkS0S1oceuTKhXHutCtg5PvEo8w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,耳朵不痛？😳,48.0,15-07-2025,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@cedran1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7d0da840d68de1bc7b1595cfdef459f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b29adc70&x-expires=1753606800&x-signature=WC6e9AgzSCAbWP7CoyGfF%2BB3kvE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Trop facile,6.0,17-07-2025,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@matt.c.2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ac34a46cec3ffb4c5c1535be86c4ba1f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eeedf41e&x-expires=1753606800&x-signature=%2FhmMMg2PO8gnkWcr5QE3Xifpp5U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Imma tell my kids this was Hawkeye,22.0,,,https://www.tiktok.com/@merwaiz_khan_4/video/7526990207514692880
@kenaaxz34,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/5a19acdb9337be10da03f07c1442a6ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d96e716c&x-expires=1753606800&x-signature=jZwzq7uNw8O87YnX9uHPjTqWuKE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Con gái hay hâm mộ mấy cầu thủ nữ mà,2586.0,,,https://www.tiktok.com/@ndgk207/video/7528611236813049106
@thanh.minh010,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02fe49b5753476b4a54ab6ffdbd0f679~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2b340578&x-expires=1753606800&x-signature=8ctvGdqPFxVtAOmHMGx5h5NZBbI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Khi cầu hôn nhưng hệ tư tưởng ronaldo❤️‍🔥,0.0,,,https://www.tiktok.com/@ndgk207/video/7528611236813049106
@usert3wj2epqjs,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/64bd21ed255f4c4404c2ff52703267ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=907785e5&x-expires=1753606800&x-signature=l2u5UPF9l9YXXeX3yiOgkOnNhd4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"ronaldo:tài năng
messi:tài nâng",2.0,,,https://www.tiktok.com/@ndgk207/video/7528611236813049106
@ngnam290113,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/51ecf4dcb3e9ffb0bd34e331d61b08f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e326b7df&x-expires=1753606800&x-signature=TuW%2Bx1xs3wdSMWGQdi%2FKB2FkUA0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,ê t mất 99+ rồi ai làm phiền t đi,59.0,,,https://www.tiktok.com/@ndgk207/video/7528611236813049106
@fanmessi2k128,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/225de581ae1e1e1dd58f510db7b628aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f0df356c&x-expires=1753606800&x-signature=9B6CAfEc54%2FdrsnwgPSa%2BAbKFEM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Chị 10 gió 😂,17.0,,,https://www.tiktok.com/@ndgk207/video/7528611236813049106
