username,avatar_url,content,likes,timestamp,parent_comment,video_url
@thunhan_211?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d84dc7fbd9a1652ea33e0bd2729634a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8f3e6ee7&x-expires=1753455600&x-signature=USodSR283fupyw12%2FCSqHnlgA4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Hành từ vợ tới con😭,8,5 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@quack_quack168?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/772f66fae70c49981d9873e6b26d12ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ab0693f6&x-expires=1753455600&x-signature=mcdIPkbpr6qVLH6Tf0xRp6TzkRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,??????? Cái j v,16,5 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@su_nhi?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9657159f8e8659b324595a030473143e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8465aca8&x-expires=1753455600&x-signature=fCACrNg7%2Fb%2BYRP%2BswotEhEZwJ%2Bk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bộ thk bố ẻm hết chỗ ấy hả tr??,3,3 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@sng5291?lang=vi,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe3c354e&x-expires=1753455600&x-signature=ZHbIzSOZe00wDrKsrCTenQb85uw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Quá khứ của kẻ phản diện ☺️☺️☺️,2,4 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@luna.mt.mt.tn.tn?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/411df878aa74a591155dfa22ec954bfe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5bd57358&x-expires=1753455600&x-signature=elTl8f2gRrqlRbpY%2BCRRCELM0r0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Đúng là quá khứ của kẻ phản diện khổ thân ck vãi,2,4 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@alynavilia?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5773281e5ec3845bbcb4f8fc4ddbb07e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e9a00eca&x-expires=1753455600&x-signature=Emrn8lxxbQ%2FBaevylRUW7bvd1mU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ông bố kia đến cả sv cũng ko bằng 😥,3,3 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@lidolpirca?lang=vi,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d1567f951ef9c70e7b2018cbc255044a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d3846a2e&x-expires=1753455600&x-signature=z8VAkUG3kdnLepPZWmOxyeuykac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,always the husband in the story😔,2,3 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@v.tu.xc?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/da1a1a11bd9e56856048b81c37019ad8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=98f20b0e&x-expires=1753455600&x-signature=r5WlcwXlpqGzxCKqKOI1z6WwirU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Johan In Monster Ra Đời 🥵,6,5 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@hophng4159?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b0a2cf8821968a709155a1f54bfb4042~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1bea9c70&x-expires=1753455600&x-signature=ucSN4zKer2I1gGn6zHb0%2FiHoYYQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,armin đâu ra z ??😭💔,1,4 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
@kitty.__208?lang=vi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/681af827a170d65f2cfe23aa498dce28~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=702f6e5f&x-expires=1753455600&x-signature=vCPLcMuCkXOORI%2BsXAyKxu6y9zg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,cái lông mày t sắp kết hôn với nhau luôn r☺️,1,3 ngày trước,,https://www.tiktok.com/@seishirowrr/video/7528432329287601464
