username,avatar_url,content,likes,timestamp,parent_comment,video_url
@jake579029?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dc4c1f3549667c872b21811b3c10855d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0ecefae4&x-expires=1755363600&x-signature=HoGga%2BP1%2BkoS7OI3Wq9t2FXc%2BYo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Real or fake,33,7-12,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@nk13pk13?lang=eng,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/ee748c1d9f0209e19fa24543c475b9df~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6f34bbdc&x-expires=1755363600&x-signature=HfhHdQFZgOFKsUqkIPc7VtDxpH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Beautiful ai edit,26.3K,7-11,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@viet_688?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ebd0131421d9a3905f29eb5a7e23e93f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=46d65d2f&x-expires=1755363600&x-signature=OPiEmZBLpfmylh9Aib%2Fh0AuO6BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,m cười đk 🫵🤡,1433,7-15,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@x3l.14?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/beb1c7d3e48593090bcbd5b0c29a46af~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0a8a9172&x-expires=1755363600&x-signature=4TGhbFR7mbLDRRx%2BQrSu0ULSDcI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Would be funnier at 2 am🥀,1475,7-12,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@ngbaonam240421?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a8b6590e8c1a8d918b69d3fcf0563847~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bbaeeb34&x-expires=1755363600&x-signature=dPZcyrDjfrrY16YmmU7lUaQdSyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ngầu đi🗿,9,7-13,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@khangcech6?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/987c7afc26437a7865b4de5a6e8dcdd3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5fc5d8f2&x-expires=1755363600&x-signature=jP5gPfCPPgbkHzACs4hMRL4X3bs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,real of china,3,7-13,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@dinh05_08?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/97e21b671fe9d8310b14e901432b6c4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d53230d2&x-expires=1755363600&x-signature=Z8EtlAY7CkOASP9hCBBxOryd4oQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ai mượn vỗ tay chi ko bt,6,8-4,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@mota_ar4?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/729b77b46dbcbfb0e8b6e183efa53ff6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=41fe3858&x-expires=1755363600&x-signature=sToajnoyLbAF3SK3Pq1uKO8eMOo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,1)😐 2)🤣 3)💬,1,1w ago,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@tthanh.ffx?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/388b744edc70969d628b2258e5069d6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=232fe0c0&x-expires=1755363600&x-signature=pZw3saNbt5mIqDcuQFlfXO6I4Mk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,-1000000000aura,1,7-13,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@smartahhnga?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/393c811f6b10e2d55367799a9caca1fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bdb64923&x-expires=1755363600&x-signature=Upt5kBHog5qEIAD3Y02D%2FXCu2%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,real or Israel,120,7-13,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@mt.i.lim.khit59?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/55018c47b2cd1f88dfa3520c722df81c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a7efe7c1&x-expires=1755363600&x-signature=djx3h2HoIqTYxiVHJvvnWmLOeB0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,deal or cake,12,7-12,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@ser.tag?lang=eng,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7363399804288204833~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4b1fb5a&x-expires=1755363600&x-signature=1AIpffWvVSTzGWH4ge0LOnAEq7Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ai 😂😂😂,2942,7-12,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@im.baobeo?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/69e0d7d95e097aef50021d1bf727d10e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1ef57c8c&x-expires=1755363600&x-signature=2hU%2FORP4uLaLByYvNaemmVmVa1U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,đg ngầu mà😭,2,8-5,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@matej.mai?lang=eng,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/4f304e857c14df14a500394dad7fc13c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6ef7a220&x-expires=1755363600&x-signature=PQJm9rjUJikEO69QuSNscPOGkOc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fake or fake,59,7-12,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@tun.t9093?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/df09f303e534d1b8d25533f81a6b08c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ea6610e&x-expires=1755363600&x-signature=ifwSGm%2Fy4M8aJxTcrikbq9HFn8c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,-1000 aura,6,7-12,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@zbori1?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/abe777d63399d7b311770d81e4d2328d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=45718aba&x-expires=1755363600&x-signature=9hZLEitMHCrwlxa7wL%2B2BPnnzK8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,real or palestine?,4,7-13,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@deo_huy_chuong135?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9cf7350123c31bc131377adcd1738f20~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8c25009a&x-expires=1755363600&x-signature=SOywdnVAqG%2FGq7%2FuLBySboDpMeo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ý nghĩa video là gì,1,7-19,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@defonotisa4?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/23575a55eb1a6b102d373d348311f334~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=33df64f6&x-expires=1755363600&x-signature=%2BOp%2B%2FsaQTEVaN73uqp4aYNMRfTY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ninja warrior 💀,1,2d ago,,https://www.tiktok.com/@cosmonapolitan/video/7525842323725503766
@satoru_gojo1360?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ec49afe377259ed38a74736e2d5260b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ffc8a60d&x-expires=1755363600&x-signature=hi0vJ44fKwo8Q4DiEeG%2Fxp7AAzk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"don't scare me like that, I thought its a coffin",102.4K,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@sarah_yasmin3?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/274f26ef4b28da9a8175682b118d67bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5e1d8128&x-expires=1755363600&x-signature=BFJrvNNzBmDOmVh%2Fjo%2FPp29AGKQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Congratulations ²,308.9K,7-12,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@sunshinexnx?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bed2b2c519b8d26fc654d810ad155479~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bb03dea5&x-expires=1755363600&x-signature=szEGq1%2FO%2BSG4opUBfTSP8N3%2FSsM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,which country is this?,1410,7-12,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@nvm.nicolee?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/713c741cd3c73d45c40d45fb19da6ada~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b8e16b52&x-expires=1755363600&x-signature=exU2Ue5JsD7FH%2FK7iMmr9V5haxw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Because I’m not putting his last name on my degree 📍😌,67.4K,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@icant.0_3?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eb41e9b4bcbf16ce27a5589db54e742d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d8deba25&x-expires=1755363600&x-signature=1TNA7zacFC7OUg06tskEoxoqsTQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"12:00 🧑‍🎓
18:00 👰
00:00🤰
08:00 🤱
10:00 🧓
15:00 ⚰️",6018,7-15,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@elapidaem?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/46903974588588d4c0882e23e67b6224~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=62d0fc73&x-expires=1755363600&x-signature=SvohjvvzJNxP48YjCJYAQFdSlEk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,is it COMPULSORY to get married right after your graduation in Kazakhstan?? lmao,9,7-17,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@chateau_life?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ab0374b55a1e7ed37dea052e2db31b99~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eb43eb0b&x-expires=1755363600&x-signature=XGs80nID6xYIkmW%2Fagh%2FYTaIYmw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,What cult is that,90,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@cetinaalig?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/49aab3508eb0e59c49d26b02fd193c8c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1a07d1af&x-expires=1755363600&x-signature=KP1lb7m%2F8ZikP%2BStIMDXCUw55qI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,omg may fyp is graduation to wedding why!!!!!,146.4K,7-12,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@herbsinanambra?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a8cbf7f72de40c908f1f745b4ad4670c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f8f69733&x-expires=1755363600&x-signature=eYe42T93yJKPXmrV8ssj4OqC%2BsU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,My country people no dey here 😂😫,319,7-12,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@khuan_noy03?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/06d044c1e9056f5e25d9a8e7ccce0d14~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=87ed1e8a&x-expires=1755363600&x-signature=5TXnX%2Fih89iYV6DA0MgKR03aSgs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,plan A ✅️plan B ✅️,123.2K,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@ngthnoi_?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f77f7801687a528413e2e951eeb8b909~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=324032ed&x-expires=1755363600&x-signature=wmXZZUKmOz9uXieDzszW6uu2WPI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,t tưởng đám ma:),2427,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@phiazzzzz?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/41af6f8063324d55ef712f6359584a08~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=112e6d27&x-expires=1755363600&x-signature=GKRdp8XdFdhdIvN%2FW6DjIzVisAo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,WHY IS EVERYBODY GETTING MARRIED 😔,508,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@lilyevetahi?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dcc110877c54d0229d484c99a114f7e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8e0d359b&x-expires=1755363600&x-signature=9xRV6x48zdMkIWlUf3AY7q9wuKw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,2 gowns in one day is a flex ✨,7854,7-12,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@sabi_.......0?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/89eaf8e27bc133e9ca2ae39a8f316237~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7a94e4e7&x-expires=1755363600&x-signature=Dk0cSbUjiAs4tYrC%2Br1mcQics6I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,00:00 🤰...,337.6K,7-12,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
@soni_s939?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/167489d8d0aaf99dffb06c229be1fe05~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=590b4b9b&x-expires=1755363600&x-signature=G7Uy94YxxmiC6EBBXLsdOqKTz40%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"bro took ""let's get married after you graduate"" too seriously",260,7-13,,https://www.tiktok.com/@gulkhanabukhan/video/7526142718343433478
