user_info,content,likes,timestamp,video_url
"{'username': '@pham_thi94', 'avatar_url': 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/4bd1057ca833c9dd9b962d83b87677f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=98e21d43&x-expires=1752080400&x-signature=0j8Cg77As%2Bk0%2FQmW7x%2FnC8WiA%2BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2'}",nhìu loại dây kỉu chồng cổ k có mốc mấy cha oi .🤣🤣,2,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@usertbe8ey4id8', 'avatar_url': 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/27eec6fd33482e6fd920990d1c951ebf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0457c752&x-expires=1752080400&x-signature=O%2Bj%2BqV2meGgzPF5g616q0XIOno0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2'}",Đeo kiểu ji cũng dc . Quấn vô cổ lun cũng dc chứ đứng cái kiểu sáng đeo rồi chiều mượn lại là dc,2,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@babymeboylovebp0026', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a2ee39a644b7859daf006e4dc3de3ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=58aaba8b&x-expires=1752080400&x-signature=QkgJj%2ByeOEZKeVc5gWgzq%2Bjb6Vw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",lsao v mn,40,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@haybuon107', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fa5708f4f1f305dbc303f3174620b2f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=97c8d845&x-expires=1752080400&x-signature=NDt2yvTA93ABhiDYMAHEP33i3so%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Mẹ ck nào ngày cưới con trai mà mặc quần áo bình thường thế ???,9,4d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@gddaiphat', 'avatar_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b2525a1d1134c462cc7cc6af12679f4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c16ebc63&x-expires=1752080400&x-signature=6isoOthsHhX6rYoAkd%2B7sM3e%2Bmw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Tin nha tôi bị rồi Á,21,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@bedths1tg', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a3ee2782952817aca45e5a288dd2fc66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cf6997b9&x-expires=1752080400&x-signature=ghf%2FELmbAQwQPJDYxFIT%2F4pcHuI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",lsao vậy ai giải thích giùm t đc hong,7,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@kimgiasutienghan', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/62f1cb29140ef0272d728b3ee6cdf811~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6fd92386&x-expires=1752080400&x-signature=pknhedSVL%2Bs932JDy09nWoOMxr0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",mẹ ck mặc đồ thể thao à 🙄,6,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@pevien1412', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ff121e3e605affebe40d7ea89a8626f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=442bd7a0&x-expires=1752080400&x-signature=uJ%2FRpfxK2WSQlymVxX8kOPvgf80%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Xin phép hổng lấy ck:)),3,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@tieu_ana2410', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a4126f40f3947fbd0b1d05307ba1a0d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d2342e3&x-expires=1752080400&x-signature=BJ0fPKnX33d%2F%2FtQ0gKX4adeU7yY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Ko dc đeo dị á,96,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@lq.285', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/82b34249fc82dee19e57f3e6c712809a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d08ab10d&x-expires=1752080400&x-signature=7AljVpMVF5112Yrtkfh5H6y5FXE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Sao k ai để ý tới thằng chồng vậy? Nó đồng ý theo mẹ nó luôn mà🙂,3,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@hahayhonlovely', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b0217594e9814a46f0f25069eaf38cd7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8dd9ec30&x-expires=1752080400&x-signature=cl4Gblba%2FSovb6uyPNLb%2FGURpEg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","Trao là vui r, mc tui trao 2 chỉ bảo 5 chỉ trước mặt họ hàng đây😂",5,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@teo_bi_cam', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1410ad4c20d8bb9b79daf6e626beb1e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c988811&x-expires=1752080400&x-signature=VDIIPCQYPwoEw647%2BcPTMJgY8fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Là s v hok hiểu,7,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@thanhtuyen2019', 'avatar_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c8542d304772fbb0c362154360590102~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0db34cf6&x-expires=1752080400&x-signature=8JIAOMVoFO5G2odIcF3syi28Cdo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",tùy người thôi. gặp hung dữ như t thì đố ai trên cơ nổi,34,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@nbngoc_1723', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c47c3acca95f02b712f2c45454bf23bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ce2fe5e&x-expires=1752080400&x-signature=P7%2BW3WN%2FVRenvGBZ9hI0nGWWJ5A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Có khi vàng mượn đeo xong tí đám cưới xong trả mẹ mẹ trả cho nta,120,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@le.bio71b3', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/93e8917e11cc657682f48aaab428da2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bfbc3ee9&x-expires=1752080400&x-signature=SwG%2BO16Bnfys1p8IcjxbMKOQBc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Đeo sau cũng được miễn đừng đòi lại là được,9,5d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@umeequanghungmasterd', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dcddee561e307986c9d4bf973b10e5e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=43f501e8&x-expires=1752080400&x-signature=1BjbklnSeAmymk7M9caGXilwtWA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",là sao bây,8,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@bichphuog_95', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/94bce3b53b8de3e55e1be5981379984f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c346bf83&x-expires=1752080400&x-signature=7scMs2XPGEWU9OTvAfEuKlvwY8Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Dây đó sau này ck cũng đeo thôi,10,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@khanhziii2810', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/da5dd685bc4cc26e325bb442e9e0bef5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0fd7fac5&x-expires=1752080400&x-signature=%2FouaXWZoIKseHQAbE7gECs2Tq0I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",là sao v ạ,7,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@huongbui.phunxamlongan', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ef45f03b3db776e85dd9350609c0a09e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=448b3487&x-expires=1752080400&x-signature=5NE5G0OBlYCyYp%2BEtnpnktLlO4U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","hồi đó chú út t lấy vợ, lúc rc dâu bà mẹ vợ lôi cô dâu đi trước bà nội tui, kiểu muốn con vê trên cơ mẹ ck với ck, mà thiệt k biết là mẹo hay sao về bà nội vs chú út sơ mợ út tui thiệt😂😂",15,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@xviiixii_', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3be94fdb914f15cf9cb5c5c092a8e7bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1f282144&x-expires=1752080400&x-signature=hMfJb5cECyrsR%2FGEpobCZZQQe%2Bk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Đeo kiểu gì cũng được miễn đừng giữ dùm vàng cưới là được rồi🤣,0,4d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@princess.trnhspa', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3d6f726602e013bce686bb2fe49e8098~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e7392891&x-expires=1752080400&x-signature=CZJNL%2FnlI8D26xGbIptReUxs2sc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",hỏng hết tóc cô dâu,9,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@alone200817', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/76da9485e90d8f5d2d8f3fb3c20ef491~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6b6351e9&x-expires=1752080400&x-signature=%2BELOs0fCf7RPk2jNeY7Ojh2zts4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","có ai để ý quần áo ""mẹ chồng"" mà các bạn nói, tui nghĩ ngày ko phải mẹ ck, làm lễ ai mặc đồ kiểu đó😂",26,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@tin.tin9828', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c67ec0925870b553f617c9ad291af588~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0161a9a8&x-expires=1752080400&x-signature=KjotZ%2BIPpRQ0QLR5%2BglMGZgA5vY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Đeo kiểu nào cũng đc... miễn đừng lấy lại là ok,6,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@baobao9595', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/974cdc3e5acfb77966cd71b707f25cb1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4e1ac1e&x-expires=1752080400&x-signature=xvaeAvM1vtQ9%2F8LYPTzjg%2FtF3bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Tui đi Makeup còn có quả mẹ chồng nhờ ng đi đón dâu quay clip xem cô dâu dc nhà mẹ đẻ tặng bao nhiêu vàng trang sức kìa tr.,5,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@thichkhianic', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7375121553085693968~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4170706a&x-expires=1752080400&x-signature=QiEHnMOzHA5HqwmceqyO8Ev8F2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","mẹ ck tui tháo dây chuyền ra đeo cho tui, tới lúc đeo bông ck tui đeo cho mà do lâu quá k đeo nên bít lỗ nên hơi đau xg mẹ ck tui ns *đeo nhẹ từ từ để đau em*",18,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@chuotcong28', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8252867269a15a6486a808d1e1fb35be~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4dad2d60&x-expires=1752080400&x-signature=8ExQ8WyL769qqWvuNIs5F062AK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",đám cưới xong trốn nha chị,11,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@khnh.vy2851', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d97cebc34d828621e695a0dd041be31b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5525b5e1&x-expires=1752080400&x-signature=j9rGi8kKh39nTydCgAc%2BLAe0OgI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Ai sau này có con trai cũng làm mẹ ck. Mà giờ hở cái mẹ ck này nọ. Lấy ck thì muốn cho của cho vàng nhiều. Làm dâu thì không muốn làm muốn làm mẹ 😅😅. Mấy bà khi nào kg sanh con đi rồi nói mẹ ck. Chứ sanh rồi có con trai cũng làm mẹ ck thôi,5,5d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@xin.1fl.hoi', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a63e87cfa9b17b87e0efc4209e5bf9ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9afad863&x-expires=1752080400&x-signature=FOq1fzboX8kdwVK6TbyQVYBnBYE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Nghĩa là j vậy ạ,7,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@hyhy4596', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/22a08237326b2caa6cf96936a52bf334~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b6142d98&x-expires=1752080400&x-signature=mDIWjU%2FVJdgkInk4ktEukhVrV7M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Đọc cmt mới biết ko dc đeo kiểu đó . Đợt cưới ck e đeo vậy cho e rồi e cũng đeo lại như v cho ck. Tại khoá nó khắc khó mở nên đeo v cho nhanh 😂😂,16,1w ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@anhtaone', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/29e482f3e0164b9e713d5f3aeb2e21da~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=63dfe8db&x-expires=1752080400&x-signature=YZkS59lGeEPIYrEpnZVh6Ni1q1s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",nói thiệt nhà ngt ko lên tiếng thì mình đứng nói như thế gia đình ngt mà m.n nói quá tr,3,6d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
"{'username': '@kydaujo', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328578060263882760~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6d8fd9b1&x-expires=1752080400&x-signature=0OcVlIIS4cL%2B8XCtrX7VdlSGx4k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Tao toàn đeo vậy tháo móc chi cho mất thời gian,3,5d ago,https://www.tiktok.com/@sau.drama/video/7522016067275820309
